dbn,school_name,boro,phone_number,school_email,grade_span_min,grade_span_max,bus,subway,primary_address_line_1,city,state_code,zip,website,total_students,school_type,overview_paragraph,program_highlights,language_classes,extracurricular_activities,addtl_info1,addtl_info2,start_time,end_time,ell_programs,priority01,priority02,priority03,priority04,priority05,priority06,priority07,priority08,priority09,priority10
13K350,Urban Assembly High School of Music and Art,Brooklyn,7188580249,cfonsecaschools.nyc.gov,9,12,"B103, B25, B26, B38, B41, B54, B57, B61, B62, B65, B67, B69","A, C to High St  B, Q to DeKalb Ave  2, 3, 4, 5 to Borough Hall  M, R to Jay StMetroTech  F to York St",49 FLATBUSH AVENUE EXTENSION, BROOKLYN,NY,11201,www.uamusicandart.org,387,,"The Urban Assembly School of Music and Art prepares students for college and the world of work. Our program integrates literacy and the arts into all aspects of our instructional program. Students learn to be critical thinkers and creative communicators. They learn to process and analyze complex information, view information in context, connect it to prior learning and convey their ideas in a purposeful and convincing manner. Our program capitalizes upon our students_ love of the arts and their desire to engage in selfexpression. We create an environment where students understand the practical relevance of their learning to be able to fulfill their visions for the future.","ArtistinResidence, Visiting Artist Series, Technologybased Art Instruction in Reason, ProTools, Logic, Garage Band, Photoshop, Illustrator, Final Cuts, Artsrelated Field Trips, Jazz Band, Iron Chef Culinary Classes, Fashion Design, Drama, Digital Portfolio",Spanish,"Artists Society, Dance, Graphic Art Studio, Internships, Making Beats Music Studio Production, Mentoring with Visiting Artists, Spoken Word, Student Council",,Art Academic Portfolios for assessment Extended Day Program Saturday School Prep Ninth grade Summer Studio Workshop,83000.0,40000.0,ESL,Priority to Brooklyn students or residents who attend an information session,Then to New York City residents who attend an information session,Then to Brooklyn students or residents,Then to New York City residents,,,,,,
13K439,Brooklyn International High School,Brooklyn,7186439315,kruckerschools.nyc.gov,9,12,"B103, B25, B26, B38, B41, B54, B57, B61, B62, B65, B67, B69","A, C to High St  B, Q to DeKalb Ave  2, 3, 4, 5 to Borough Hall  M, R to Jay StMetroTech  F to York St",49 FLATBUSH AVENUE EXTENSION, BROOKLYN,NY,11201,www.mybihs.org,345,"Performance Assessment School, School for New Arrivals","We help new learners of English develop the language and academic skills necessary for success in college and careers through contentbased English as a Second Language. Students and teachers work collaboratively on experiential and interdisciplinary projects which they present to students, teachers, the larger school community, and outside visitors. All students complete a tenweek career internship in a field of interest during the spring of eleventh grade. We are an iZone 360 and Digital Ready school and take pride in incorporating technology into every class. The Brooklyn International High School is an Apple Distinguished Program, recognized by Apple for innovation, leadership, and educational excellence. We believe that our students_ and families_ native languages and cultures are an asset to our school and we are proud to learn from and about them.","English and home language skill development Computers available for every student Extensive use of iPads Authentic projectbased learning Career internships courts, law firms, museums, wildlife centers, hospitals, schools, technology, newspapers, laboratories Portfolio assessment CUNY College Now Project Advance through Syracuse University St. Joseph_s College Bridge Program",French,"African, Arabic, Art, Bangladeshi, Book, Chinese, Claymation, College Access, Computer Technology Squad, Computer Video Game Design, Dance, Digital Storytelling, Drama, Environmental Awareness, Fashion Design, French for Native Speakers, Guitar, Haitian, International Arts Exhibition, Journalism, Latino, Model UN, National Honor Society, Peer Training, Photography, Robotics, Science Research, Student Government, Tibetan, UNICEF, Video Production, Yearbook, Youth About Business",,Our school requires an Academic Portfolio for graduation Internship Requirement Extended Day,84500.0,30500.0,ESL,"Open only to New York City residents living in the United States four years or fewer who are English Language Learners per New York City Department of Education guidelines scoring at the Entering, Emerging or Transitioning levels on the NYSESLAT, NYSITELL, or LABR.",,,,,,,,,
13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",Brooklyn,7182439413,13K419schools.nyc.gov,9,12,"B103, B25, B26, B38, B41, B54, B57, B61, B62, B65, B67, B69","A, C to High St  B, Q to DeKalb Ave  2, 3, 4, 5 to Borough Hall  M, R to Jay StMetroTech  F to York St",49 FLATBUSH AVENUE EXTENSION, BROOKLYN,NY,11201,www.scienceskillshs.org,528,,"Science Skills Center High School is a small early college learning community designed to empower students with the knowledge of science, engineering, mathematics, and humanities through the use of technology. There is a strong emphasis on academic excellence, college experiences, community service, and college and career planning before graduation. Our dedicated and dynamic staff are eager to prepare students for their futures.","Digital Media, Networking, Web Design, Exploring Computer Science Blended Learning Introduction to Computers, Journalism, Yearbook Class, Science Research, Forensic Science, Robotics, Anatomy  Physiology, CUNY College Now, Law, Organic Chemistry, Psychology, Drama, Science Technology Entry Program STEP Introduction to College Mathematics, Science  Society and Multimedia Journalism, Digital Electronics, Introduction to Engineering, Principles of Engineering, Civil Engineering  Architecture, PreCalculus, Calculus, Statistics, Introduction to College Life, SAT Prep Class","French, Spanish","Construction and Engineering, Drumline Spring, For Inspiration and Recognition of Science and Technology FIRST Robotics, JowIleBailar Dance Company, Choral Music Fall, Manhattan Theater, National Society of Black Engineers, Peer Mediation, PreNursing, Step Team, Student Government, Technology, Theater Development Fund Program, National Honors Society, Yearbook, My Sister_s Keeper Young Women_s Empowerment Group, Key Club, Anime, Science Research, Chess, Art Exploration, Dance, Literary Magazine, Technology, Journalism, Drama, Creative Writing",iLearnNYC Program for expanded online coursework and selfpaced learning,"Dress Code Required White,light yellow or dark purple button down shirtblouse. Black, tan or khaki pantsslacks.",80700.0,34000.0,ESL,Open to New York City residents,,,,,,,,,
10X434,Belmont Preparatory High School,Bronx,7187334559,74X434schools.nyc.gov,9,12,"Bx1, Bx12, Bx12SBS, Bx15, Bx17, Bx19, Bx2, Bx22, Bx28, Bx34, Bx41, Bx9, BxM4","B, D to Fordham Rd",500 EAST FORDHAM ROAD, BRONX,NY,10458,httpschools.nyc.govschoolportals10x434,416,,Belmont Preparatory High School was founded in 2002 for academically talented students. The curriculum is based in the humanities and uses an interdisciplinary approach to infuse language arts throughout so that students are college and careerready upon graduation.,"Early College Awareness College Next Door, Local Tours, College Awareness Seminars, Guest Lectures, Town Hall Meetings, Just for Girls Seminars, Turn to Her, His Story, SAT Preparation, Saturday Academy for Bilingual Enrichment, Fordham University Science Technology Entry Program. Select students can earn up to 12 college credits in their junior and senior years in the CUNY College Now Program at Bronx Community College. Mentoring Latinas, College Bound  Fordham University for English Language Learners, Work Study, Smith College Summer Program, The Science Barge, Forensic Science Program Domestic and International Excursions and Trips, 151 StudentTeacher Ratio","French, Spanish","Belmont Players Drama, Community Service, Competitive Step Dance, Tutoring, Creative Writing, Film, Grade Level AdvisorsOmbudsmen, Guitar, HipHop Dance and Cheerleading Teams Music Appreciation Society, Italian, Junior Reserve Officers Training Corps JROTC, Just for Girls, Keyboarding, Literary Magazine, Modern Dance, MOUSE Squad for Technical Support, Mural, New York Knicks_ Poetry Jam, Peer Mediation, Peer Tutoring, Photography, Poetry Cafe, Poetry Slam, Principal_s Advisory Committee, POSSE Foundation, Project LEAD with Lincoln Center, Newspaper, Small Group Tutoring, Student Government, The Leadership Program, Theater Development Fund TDF trips, Yearbook",iLearnNYC Program for expanded online coursework and selfpaced learning,"Uniform Required Belmont shirt with school logo or collared gray, white, black or purple shirtblouse, black, gray or khaki pantsskirt Montefiore Medical Center on Campus Summer Bridge Program available Summer Regents Advancement for Mathematics iLearnNYC Program for expanded online coursework and selfpaced learning Saturday Programs STEP, Arts, and the Academy for Bilingual Enrichment",81500.0,34500.0,ESL,Priority to Bronx students or residents,Then to New York City residents,,,,,,,,
10X243,West Bronx Academy for the Future,Bronx,7185637139,infobronxacademy.org,6,12,"Bx1, Bx12, Bx12SBS, Bx15, Bx17, Bx19, Bx2, Bx22, Bx28, Bx34, Bx41, Bx9, BxM4","B, D to Fordham Rd",500 EAST FORDHAM ROAD, BRONX,NY,10458,httpschools.nyc.govSchoolPortals10X243,599,,"The West Bronx Academy for the Future WBA is a hightech school that prepares its graduates to participate fully in the social, civic and economic life of their city. Students learn in integrated classes and are supported by a guidance system featuring small numbers of students with longterm teacher involvement. Our program is enhanced by realworld projectbased learning and the thorough integration of technology. Students are able to use two computer labs MAC and HP while working on integrated curriculum.",Integrated curriculum Technology is used to enhance teaching and learning Access to computers equipped with software to enrich schoolbased curricula,"French, Spanish",Afterschool Program Chess Dance competitive Digital Documentaries Drama Girls Talk Granting Early Awareness and Readiness for Undergraduate Programs GEAR UP Intensive instructional support Multimedia Projectbased activities in Science and Math Student Government Video Yearbook,,"Dress Code Required Solid white collared polobuttondown shirt, belted black pants or skirt length must reach students finger tips when arms are down",83000.0,31500.0,ESL,Priority to continuing 8th graders,Then to Bronx students or residents who attend an information session,Then to New York City residents who attend an information session,Then to Bronx students or residents,Then to New York City residents,,,,,
10X374,Knowledge and Power Preparatory Academy International High School Kappa,Bronx,7189331247,infokappainternational.org,9,12,"Bx1, Bx12, Bx12SBS, Bx15, Bx17, Bx19, Bx2, Bx22, Bx28, Bx34, Bx41, Bx9, BxM4","B, D to Fordham Rd",500 EAST FORDHAM ROAD, BRONX,NY,10458,www.kappainternational.org,487,,"Knowledge and Power Preparatory Academy KAPPA International High School is an International Baccalaureate IB World School that offers the IB Diploma to all juniors and seniors. Scholars who earn the IB Diploma can receive up to two years of college credit. IB scholars are required to complete a minimum of 150 hours of community service and write a 4,000word senior research paper on a topic of their choice. All scholars are required to participate in multiple experiential learning opportunities ELOs, as well as an advisory program which provides support in social, emotional learning and college and career planning. KAPPA scholars, families, and teachers work together to maintain a community that is committed to a challenging program, an internationallyminded education, and masterybased learning. To complement classroom learning, scholars are offered the opportunity to travel internationally every year.","All students are encouraged to study four years of a foreign language French or Spanish. In addition to this, students are offered the opportunity to participate in an arts curriculum that includes band, chorus, theatre, and visual art. Upperclassmen are offered the opportunity to participate in CUNY College Now programs to earn college credits.","French, Italian, Spanish","Mentoring and Medicine, NYU MiniMeds, Debate Team, Capital One paid internships, Cooking Club, JROTC, GayStraight Alliance, Yoga Club, Film Club, Anime Club, Multicultural Club, Adventure Club, Student Magazine, Monthly Town Hall meetings",iLearnNYC Program for expanded online coursework and selfpaced learning,"Uniform Required Boys  Navy blue polo shirt with KAPPA logo, black belt, khaki pants, black shoes. Girls  baby blue polo shirt with KAPPA logo, black belt, khaki pantsskirt, black shoes Student Summer Orientation in August Saturday Program Extended Instructional Day",73000.0,30500.0,ESL,Priority to New York City residents who attend an information session,Then to New York City residents,,,,,,,,
10X439,Bronx High School for Law and Community Service,Bronx,7187335274,nlopezalvearschools.nyc.gov,9,12,"Bx1, Bx12, Bx12SBS, Bx15, Bx17, Bx19, Bx2, Bx22, Bx28, Bx34, Bx41, Bx9, BxM4","B, D to Fordham Rd",500 EAST FORDHAM ROAD, BRONX,NY,10458,httpschools.nyc.govSchoolPortals10X439,398,,"Bronx High School for Law and Community Service is a small high school with a fouryear college and career plan focused on law enforcement and service to those in need. It is our belief that all people, regardless of their socioeconomic status or ethnic background, can make meaningful contributions to humanity by serving others. With the help of our partners, students are offered meaningful experiences in their chosen area of interest.","CUNY College Now Program, SAT preparation, Advanced Placement and Honors courses are included alongside forensic science, mock trial, moot court, criminology, and swimming Partners and Programs include Capital One Bank Internship, The Opportunity Network, Inc., Liberty Partnership, Futures and Options, Urban Ambassadors, Literacy Leaders, SEO Scholars, and Fordham University","Italian, Spanish","Art, Drama, Cooking, Yearbook, Women of Strength, Men of Strength, Mock Trial, Moot Court, Peer Mentor Program, Tutoring Workbased Learning Opportunities",,Dress Code Required Summer Bridge Program for incoming 9th Graders Internship Opportunities Community Service Opportunities,81500.0,40000.0,ESL,For X53A only a. Priority to Bronx students or residents who attend an information session b. Then to New York City residents who attend an information session c. Then to Bronx students or residents d. Then to New York City residents,For X53B only a. Priority to Bronx students or residents b. Then to New York City residents,,,,,,,,
10X438,Fordham Leadership Academy for Business and Technology,Bronx,7187335024,MFigueroa2schools.nyc.gov,9,12,"Bx1, Bx12, Bx12SBS, Bx15, Bx17, Bx19, Bx2, Bx22, Bx28, Bx34, Bx41, Bx9, BxM4","B, D to Fordham Rd",500 EAST FORDHAM ROAD, BRONX,NY,10458,httpschools.nyc.govSchoolPortals10X438,438,,"Our community captures the enthusiasm and energy of students by providing college and career learning in fields such as journalism, creative writing, medicine, and law. Our students are immersed in applications of theories learned in the classroom through experiential learning opportunities as well as job shadowing and mentoring. All students will be placed in an advisory within a learning community. Advisories will meet regularly to develop individual learning plans and ensure students are working toward meeting their goals. Our partnership with Fordham University provides additional avenues and resources to help students explore their collegecareer preferences.","Extended Day School classes, Afterschool programs, Saturday Academy, Mentoring, Internships, SAT Prep, CUNY College Now",Spanish,"Student Government, Teen Chef Battle, Career Vision, National Dance Institute, Cheerleading, Chess, Junior Reserve Officers Training Corps JROTC, Yearbook",,"Dress Code Required Business casual dress  black, white or burgundy golf shirt, black or khaki slacks Academic achievement and personal presentation, including dress, are components of the application process for clubs, activities and elective coursework Internship Opportunities",80000.0,40000.0,ESL,Priority to Bronx students or residents,Then to New York City residents,,,,,,,,
10X437,Fordham High School for the Arts,Bronx,7187334656,,9,12,"Bx1, Bx12, Bx12SBS, Bx15, Bx17, Bx19, Bx2, Bx22, Bx28, Bx34, Bx41, Bx9, BxM4","B, D to Fordham Rd",500 EAST FORDHAM ROAD, BRONX,NY,10458,www.fhsa.info,401,,"Recognizing the needs of artistically talented students to attend a local high school, Fordham High School for the Arts FHSA was created to offer an instructional program in Instrumental Music, Vocal Music, Drama, the Visual Arts, and Dance. A partnership with practicing artists will afford students the opportunity to explore and develop their talents in various mediums of artistic expression.","Project Student Opportunities for Academic Reinforcement Project SOAR, Tutoring, Counseling, SAT Prep, CUNY College Now, STRIVE for College with the Dorothy Day Center for Service, and Justice at Fordham University","French, Spanish","Cheerleading, Chess, Dance, Dance Team, Dramatic Arts, Instrumental Music, Junior Reserve Officers_ Training Corps JROTC, Regents Academy, Small group tutoring, Student Government, National Honor Society, Visual Arts, Vocal Music",iLearnNYC Program for expanded online coursework and selfpaced learning,"Students have been recipients of awards, honors and recognition from The New York State School Music Association NYSSMA LeAp OnStage Published playwrights Shakespeare Festival August Wilson Monologue Competition",80000.0,34500.0,ESL,Priority to Bronx students or residents,Then to New York City residents,,,,,,,,
06M552,Gregorio Luperon High School for Science and Mathematics,Manhattan,2129281202,jvillarschools.nyc.gov,9,12,"Bx6, Bx7, M100, M101, M2, M3, M4, M5","1, A, C to 168th St  Washington Hts",501 WEST 165TH, MANHATTAN,NY,10032,httpschools.nyc.govSchoolPortals06M552,504,School for New Arrivals,Our goal is to prepare newly arrived immigrant Latino students to achieve high standards of scholarship and equip them with the necessary skills to be successful in their college and professional careers. We provide a curriculum that enables students to explore the fields of science and mathematics indepth and will lead them to pursue careers in the medical sciences and engineering.,"CUNY College Now PreCalculus, Calculus Robotics, Computer Science and Advanced Placement AP courses for students interested in Engineering and the medical field Students with Interrupted Formal Education SIFE are encouraged to follow a sixday program inclusive of tutoring and mentoring. Saturday AcademyAfterschool Tutoring Program for Regents prep",Spanish,"Chorus, Dance, Drama, Hiking, History Through Movies, Science, Technology, Yearbook, Student Government Organization, Senior and Junior Councils Travel Abroad program the Amsterdam Exchange Program Students have the opportunity to travel to the Czech Republic, Spain, and Chile, among other destinations",iLearnNYC Program for expanded online coursework and selfpaced learning,"Uniform Required White shirtblouse, navy blue pantsskirt, black shoes",80000.0,33000.0,"ESL, Transitional Bilingual Education Spanish",Priority to Manhattan students or residents who have lived in the United States two years or fewer and whose home language is Spanish,Then to Bronx students or residents who have lived in the United States two years or fewer and whose home language is Spanish,Then to New York City residents who have lived in the United States two years or fewer and whose home language is Spanish,,,,,,,
06M346,Community Health Academy of the Heights,Manhattan,2123426600,mhouseschools.nyc.gov,6,12,"Bx6, Bx7, M10, M100, M101, M2, M3, M4, M5","B, C, D to 155th St  1 to 157th St",504 WEST 158TH STREET, MANHATTAN,NY,10032,www.mychah.org,629,,"We provide a small school setting in which students learn about healthrelated issues facing our community. Our goal is that each student will understand and internalize the physical, emotional and academic qualities of health that are developmentally appropriate to his or her age. We prepare our graduates for careers in healthcare through our use of a healththemed curriculum and mentoring programs supported by community partnerships, with health professionals. These opportunities promote awareness of healthy lifestyles and ensure that our students become agents of change within the community.","Advisory, Remediation, Enrichment in all Core Subjects and Spanish Research Courses and Writing Electives with an Integrated Health Curriculum and GradeLevel Projects, Advancement Via Individual Determination AVID, Problembased Learning PBL, College Awareness, Career Awareness, SAT Prep eleventh grade, Intro to Community Health, Concepts in Wellness, Support Services, Community HealthRelated Service Learning and Internship Opportunities, Tenth  Eleventh Grade PreInternship Hospital Mentoring Program at New YorkPresbyterian Medical College and Hospital",Spanish,"Afterschool Music and Art Groups, Afterschool Tutoring Program, Community Service Program, EATwise, Freshman Leadership Initiative, Student Government, Swimming Club",,"Dress Code Required Burgundy shirt with collar, khaki dress slacksskirt, black shoes Internship Opportunities Community Service Opportunities",81500.0,30000.0,ESL,Priority to continuing 8th graders,Then to New York City residents who attend an information session,Then to New York City residents,,,,,,,
05M367,Academy for Social Action A College Board School,Manhattan,2125436301,,9,12,"Bx15, Bx33, M10, M100, M101, M104, M11, M3, M4, M5, M60SBS","1, A, B, C, D to 125th St",509 WEST 129 STREET, MANHATTAN,NY,10027,httpschools.nyc.govSchoolPortals05M367,234,,"The Academy for Social Action is committed to combining a challenging academic curriculum with a civicminded educational program geared toward building leadership, scholarship and fellowship. Our students will learn to think critically, communicate effectively, and be open to new experiences and ideas as they prepare for future success in college and their careers. Students should be eager to bring change to their communities and the world.","CTE courses in Digital Communication and Business and Entrepreneurship Individualized college, academic, and career planning advisory programs College Bound initiative All students participate in service learning projects with an emphasis on social justice, community coordination, and activism",Spanish,"Sports and Arts Foundation, Digital Video Production, Step Team, Book, Student Government",,"Uniform Required School shirt with logo, gray pantsskirt Academic Portfolio for assessment Biweekly Saturday Academy Extended Day Program Student Summer Orientation",83500.0,34500.0,ESL,Priority to New York City residents who attend an information session,Then to New York City residents,,,,,,,,
05M369,Urban Assembly School for the Performing Arts,Manhattan,2125434460,mmcmahon3schools.nyc.gov,9,12,"Bx15, Bx33, M10, M100, M101, M104, M11, M3, M4, M5, M60SBS","1, A, B, C, D to 125th St",509 WEST 129 STREET, MANHATTAN,NY,10027,httpschools.nyc.govSchoolPortals05M369,358,,"The Urban Assembly School for the Performing Arts UASPA engages students in collegepreparatory curricula that infuses the performing arts into all aspects of the academic experience. By using the arts as a teaching tool and providing students with means to express themselves, UASPA breathes creativity into all subjects and builds confidence in all students. At UASPA, we believe that all students deserve access to a rigorous academic and artistic high school experience we do not audition our students and we attract students from all five boroughs who may not have had previous access to artistic study. We have partnerships with key organizations, such as Tony Bennett FoundationExploring the Arts, Martha Graham Dance Company, EPIC Theatre Ensemble, and The Collegiate Chorale that support our teachers with improving instruction by integrating the arts into their classrooms and providing students with exceptional art and careerbased learning experiences. At UASPA, we believe that _education equals options,_ meaning that students_ education and knowledge will provide them with the skills necessary to pursue the postsecondary path of their choice, whether that be in the arts or in another field.","A full performing arts conservatory education with college preparatory course work in English, Social Studies, Math, Science. After introducing ninth grade students to dance, vocal music, and theatre programs, students audition for a major of their choosing in the second term of ninth grade. At the end of their four years of study, students take the Arts Exit Exam allowing them to earn an Arts Endorsed Diploma.",Spanish,"Afterschool Tutoring, Band, Gospel Choir, Dance Company, Jam Sessions, Performing Arts Major Showcase, Poetry Out Loud, Gay Straight Alliance, Spring Showcase, Student Government Association, Theatre Arts, Winter Showcase, Yearbook Committee, Young Mens Club, Hip Hop Club, EPIC Theatre Shakespeare Remix",,"Uniform Required Official threebutton polo shirt with school logo must be purchased from our school, khaki pants, black shoes",81500.0,31500.0,ESL,Priority to New York City residents who attend an information session,Then to New York City residents,,,,,,,,
21K540,John Dewey High School,Brooklyn,7183736400,contact_jdhsjohndeweyhighschool.org,9,12,"B1, B4, B64, B82, X28",F to Ave X  N to Gravesend  86th St  D to Bay 50th St,50 AVENUE X, BROOKLYN,NY,11223,www.johndeweyhighschool.org,2006,,"We offer an innovative form of education that empowers students to make responsible decisions. Our small learning communities allow teachers to work with students for enrichment, remediation, and social engagement. Students receive the individualized attention found in a small school within the setting of a comprehensive high school. Our small learning communities prepare students for a variety of career pathways and college readiness programs in core subject areas including the arts, business, and technology. Our school is comprised of six small learning communities International House, STEM Science, Technology, Math, and Engineering, Health, ComputerFinance, Senior, and Arts House.","Computer Science Institute, Medical  Health Professions, PreMed, Academy of Finance NAF, FIRST Robotics, PreEngineering, Bilingual Chinese, Marine Science, Space Science Academy, HTML Web Design, Computer Graphic Design, Fashion Design, Performing Arts  Dance, Photography, Computer Graphics  Visual Arts, Ceramics, CUNY College Now, Culinary ACE Cafe, Saturday  Afterschool English Language Learners ELL Academy","Chinese Mandarin, French, Spanish","Anime, AsianAmerican, ASPIRA of New York Leadership Program, Book Worms, Ceramics, Cheerleading, Christian Culture, Classic Rock, Council For Unity, Fashion Show, Health Occupations Students of America HOSA, MOUSE Squad, Space Science, Angelo Del Toro Puerto RicanHispanic Leadership Internship Program, Dance, EnviroHorticulture, Fashion Design, Foreign Languages Honor Society, Hebrew Culture, Junior Achievement, Key Club, Marine Science, Math Team, Modeling, Multicultural Club, Honor Society, Peer Mediation  Conflict Resolution, Princeton Model Congress, Robotics, Spanish National Honor Society, Student Organization  Leadership, StudentFaculty Activities, Theater  Performing Arts, Theatre Development Fund TDF  Open Doors and Stage Doors, Visual  Studio Arts Exposition, Talent Show",,Community Service Requirement,81300.0,30500.0,"ESL, Transitional Bilingual Education Chinese",Priority to Brooklyn students or residents,Then to New York City residents,For K56B only Open only to students whose home language is Chinese,,,,,,,
14K610,Automotive High School,Brooklyn,7182189301,vcoleymclaneyschools.nyc.gov,9,12,"B32, B43, B48, B62",L to Bedford Ave  G to Nassau Ave,50 BEDFORD AVENUE, BROOKLYN,NY,11222,www.automotivehs.org,383,CTE School,"Our school strongly believes that student choice leads to student success. As such, students have an opportunity to choose from four pathways that lead to graduation Engineering, Law Enforcement, Automotive Applied Science, or Business Entrepreneurship. Our motto, _Experience teaches _ so that we may fly by our own wings,_ speaks to our dedication to empowering students in creating and following the academic and social paths that will lead them to success.","Students are eligible for CTE endorsements in the Automotive Service Center Technician field Students that complete the Automotive track are industryready upon graduation Students in good academic standing are eligible for industry internships and Work Based Learning beginning in the eleventh grade All students are eligible for Advanced Regents diplomas We offer blended learning through our iZone affiliation All students have access to Advanced Placement AP courses and electives, which will be selected from our Course Offerings Book COB International and domestic travel, cultural events, and postsecondary preparation are integral parts of our learning community","French, Italian, Spanish","Grand MasterCoached Chess Team, Robotics Team, Pit Crew, Troubleshooting Team, Track and Field Club, Junior Basketball Club, Rites of Passage, Young Women_s Leadership Group, Cheerleading, Culinary Club, Gardening Crew, Peer Mediation, Student Government, National Technical Honor Society, Piston Pride Newspaper, Web Design Club, Gaming and Animation Club, History Club, Math Counts, Yearbook, SkillsUSA, Forensics Team, Bicycle Repair","Community School Offers personalized learning opportunities during and after school, social services, and family engagement programs Community Service Requirement Extended Day Program iLearnNYC Program for expanded online coursework and selfpaced learning Student Summer Orientation Summer Internship Program offered Weekend Program offered",,80000.0,35000.0,ESL,Open to New York City residents,For K60R and K60T only a. Priority to New York City residents who attend an information session b. Then to New York City residents,,,,,,,,
14K632,Frances Perkins Academy,Brooklyn,7183887721,infofpanyc.org,9,12,"B32, B43, B48, B62",L to Bedford Ave  G to Nassau Ave,50 BEDFORD AVENUE, BROOKLYN,NY,11222,httpschools.nyc.govSchoolPortals14K632,142,,"Frances Perkins Academy FPA offers a rich liberal arts curriculum motivated by the visual arts. With a low teacher to student ratio, students receive personalized guidance and support. The visual arts focus is interwoven into a strong academic program that prepares students for a wide range of careers. All students are offered the courses needed for the Advanced Regents Diploma and can receive college credits through CUNY College Now courses. FPA_s skilled educators deepen learning by building grit, responsibility, creativity, and leadership skills among all of our students. Lastly, students participate in internship opportunities in a number of fields through artistic and academic partnerships.","All students develop film or art projects with resident and guest artists showcased at an endoftheyear celebration. Students participate in a three year sequence of courses that include filmmaking, storytelling, oil painting, carpentry, and computer aided design. We also offer workbased learning program, internships, independent study and CUNY College Now course at CUNY City Tech.",Spanish,"Drama and Theater, EPIC Shakespeare, Sisterhood, Video, Chess, Creative Writing, Film GenerationOn Student Government Step, Yearbook",iLearnNYC Program for expanded online coursework and selfpaced learning,Internships available in eleventh and twelfth grades Extended School,80000.0,22000.0,ESL,Priority to New York City residents who attend an information session,Then to New York City residents,,,,,,,,
06M348,Washington Heights Expeditionary Learning School,Manhattan,2127810524,a.glynnwheelsnyc.org,6,12,"Bx11, Bx13, Bx18, Bx3, Bx35, Bx7, M100, M101, M3, M4, M5, M98","1, A to 181st St",511 WEST 182ND STREET, MANHATTAN,NY,10033,httpschools.nyc.govSchoolPortals06M348,705,,"We provide a small, nurturing environment for adolescents, a place where high expectations, excellent academic practices, and dedicated faculty provide differentiated instruction to students. Our mission is to work with families to prepare each student academically, emotionally, intellectually, and socially to succeed in college and beyond. Our unique internship program allows students to take advantage of partnerships with New York City organizations and businesses. Consider our school if you strive to become a skilled problemsolver and effective communicator, adventurous and willing to take intellectual risks, and an active and positive contributor to the school and local community.","Expeditionary Learning Curriculum, Workstudy Internships, Crew Advisory 1215 students work with a staff member to receive leadership development, college prep, and community building Intensive minicourses to explore students area of interest Internship participation encouraged",Spanish,"Academic Tutoring, Aerobics, Band, College Trips, Drama, Homework Help, School Newspaper, Student Government and Planning Committee, Yearbook Club offerings will expand based on school growth and student interest",iLearnNYC Program for expanded online coursework and selfpaced learning,"Uniform Required School shirt available for purchase at school store, pantskhakisblue jeansskirt Academic Portfolio for assessment Summer Enrichment Program Internship Opportunities Community Service Opportunities",80000.0,30000.0,ESL,Priority to continuing 8th graders,Then to District 6 students or residents who attend an information session,Then to New York City residents who attend an information session,Then to District 6 students or residents,Then to New York City residents,,,,,
21K344,Rachel Carson High School for Coastal Studies,Brooklyn,7182650329,ewilensschools.nyc.gov,9,12,"B1, B36, B4, B68",F to Neptune AveVan Siclen  Q to West 8th St  NY Aquarium  Q to Ocean Parkway,521 WEST AVENUE, BROOKLYN,NY,11224,www.RachelCarsonhs.org,560,,"Our mission is to provide a strong core academic curriculum with a concentration in marine sciences. Imagine an education being delivered along the shores of the Atlantic Ocean in the legendary community of Coney Island, surrounded by the New York Aquarium_s collection of marine mammals, fish, and invertebrates. Our partnerships with the New York Aquarium and the Brooklyn Center for the Urban Environment offer students a worldclass, challenging, standardsbased education.","Projectbased learning research and internship opportunities, Marine Science credit courses, Small group Advisories, Marine Advanced Technology Education MATE, Robotics, First Robotics, and Sea Perch Robotics Programs and Competitions, SMART Board and computer technology in all classrooms, Intel Science Research Program, CUNY College Now with Kingsborough Community College",Spanish,"Afterschool Program collaboratively developed by teachers and students, Afterschool Tutorials, Basketball, Crossage Tutoring, Debate, Ecology, Environmental Science, Film and Video, Literary Journal, National Honor Society, New York Aquarium Internships, Odyssey Blended Learning, Rosetta Stone, Saturday School Tutorials, YWCA Program and Special Trips, Intel Research, Mouse Squad, Student Government, SAT Prep",,Community Service Requirement Extended Day Program Internship requirement at least two hours per week Saturday Academy Internship Opportunities,80000.0,22000.0,ESL,Priority to Brooklyn students or residents who attend an information session,Then to New York City residents who attend an information session,Then to Brooklyn students or residents,Then to New York City residents,,,,,,
